start,end,chr,gene
128050962,128052398,X,139741
101802574,101997030,1,118427
6560714,6564489,21,102724652
57600656,57622213,18,4677
68530090,68576072,16,146198
8802723,8867677,17,146850
181536676,181680665,2,375298
44873177,45112602,X,7403
64225941,64230686,11,84304
190624890,190801658,1,440704
94487693,94553529,8,25962
70528940,70908731,X,56159
363370,385795,3,101927193
195758,197341,3,101927174
45540626,45547752,20,57119
126660609,126671939,3,255330
35871491,35880793,CHR_HSCHR17_7_CTG4,6352
127519455,127591817,6,352999
80742538,80922359,7,10512
30721049,30732555,CHR_HSCHR6_MHC_MANN_CTG1,170954
50693603,50734041,16,64127
196596,409417,3,10752
101568353,101686018,12,4604
30617709,30626395,6,28973
142666272,142667718,7,100463482
143553207,143563062,8,79792
84565594,84618077,16,23406
45534196,45539495,20,140870
87328468,87348923,1,8543
160755602,161078907,3,151742
64206678,64223886,11,83706
28378621,28392018,15,283768
28378621,28392018,15,100132565
45536986,45547426,20,100526773
58575423,58577773,1,4070
129060767,129062406,3,2815
41517176,41544269,15,26015
48529383,48598513,2,11037
50742050,50801935,16,1540
88032009,88328025,8,4325
30600400,30618612,6,5514
109492856,109691217,6,221264
154698299,154858352,2,3760
130338241,130342349,2,84317
73640832,73642393,2,9027
25140789,25149258,20,284798
31563082,31567716,16,102724018
144887265,145095528,1,647135
17505563,17591708,17,10400
22812628,22822852,7,54543
30918008,30926645,CHR_HSCHR6_MHC_MCF_CTG1,105375014
37809567,37859620,1,4520
6747996,6767475,12,8079
39329990,39725405,6,221458
44370165,44386493,10,6387
21697544,21735834,22,29799
129087569,129122801,3,339122
99878336,99894490,4,8649
23506430,23531220,1,1870
2963944,2968383,16,79412
23462086,23486980,22,388882
73644919,73685576,2,200420
42886388,42992271,13,94240
112736447,112749319,3,101929694
73700576,73701340,2,51471
21705972,21758163,X,23676
30144448,30153436,CHR_HSCHR6_MHC_APD_CTG1,10107
23573125,23580308,22,3543
160367067,160372848,1,4807
81875314,82987179,10,10718
45308968,45341955,22,55007
112815709,112846856,3,344807
56729241,56818380,X,550643
54707916,54713453,CHR_HSCHR19KIR_G085_A_HAP_CTG3_1,79166
1938210,1943326,16,51734
64223799,64226254,11,83707
8011278,8016489,11,103581031
49357176,49358600,3,2876
196805002,196810276,2,401027
21908873,21913860,8,9046
122019422,122062044,12,605
56818298,56995827,X,169981
46358189,46372867,12,54407
30134810,30162762,7,222166
14380501,14408725,19,976
44497892,44711580,21,54084
54836668,54853397,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,3812
129127415,129161293,3,57461
48917788,48919385,3,646450
31718594,31726714,6,80739
21200079,21206900,14,283624
33358522,33360715,CHR_HSCHR6_MHC_MANN_CTG1,7923
49015488,49022293,3,55152
17189783,17197617,1,400743
22345445,22454224,10,9576
165400917,165445355,1,6258
17205126,17246005,1,29943
64094123,64146090,15,6642
98599310,98608515,2,493753
143513463,143557486,4,8467
10210805,10381603,1,23095
16257978,16264972,3,285381
2555639,2565622,CHR_HSCHR1_1_CTG3,8764
63142759,63150942,12,552
155135344,155138857,1,55974
55681074,55713252,7,360132
31645706,31648178,CHR_HSCHR6_MHC_COX_CTG1,57827
97221434,97394120,13,10150
10069554,10111627,12,51267
44627123,44628293,21,386676
21492691,21604214,13,221154
107028213,107051342,6,51250
16272104,16573434,20,55614
44579455,44580604,21,386680
36699133,36749917,21,6493
44646414,44647650,21,386678
44654213,44654659,21,386684
44573724,44638284,21,386672
23346306,23352912,14,51310
110501655,110532086,12,144715
21855987,21858727,X,404281
44666189,44666927,21,353323
21839636,21885424,X,51360
44538981,44540195,21,386677
23557918,23559794,1,3399
44600597,44602174,21,386675
44591268,44592505,21,386674
84648525,84667686,16,79786
23688136,23699176,22,266747
44681576,44682163,21,353332
36151989,36184319,5,6502
35648395,35668409,22,80830
44697172,44698044,21,386685
60429589,60455214,11,64232
129087575,129161036,3,100534599
103215092,103217246,X,56271
44657932,44658341,21,386683
44557790,44558760,21,386682
2969245,2973489,16,124222
30481701,30486439,CHR_HSCHR6_MHC_SSTO_CTG1,3133
44612079,44612954,21,386681
192158457,192185815,1,64407
44637356,44638455,21,353333
41490396,41510980,8,51125
30678061,30727926,8,2936
369796,382116,11,338707
116100849,116249497,6,221294
51817575,51899186,8,115294
33362379,33366606,CHR_HSCHR6_MHC_MANN_CTG1,6015
2968024,2980539,16,9088
82909973,83012926,4,132660
151341699,151378449,7,51667
99263953,99309590,1,9890
1943974,1957606,16,6123
1107635,1156979,CHR_HSCHR19_4_CTG2,22904
6765516,6770952,12,5763
39313935,39314962,21,103091865
112921209,112975122,3,131450
116118923,116158747,6,1300
31639410,32110931,5,23037
8878911,8965712,17,23533
97458324,97498794,10,64210
116249961,116254140,6,23270
26911489,26913966,1,8431
126704220,126960406,3,84303
160400586,160428678,1,57216
31697109,31700820,CHR_HSCHR6_MHC_QBL_CTG1,259215
26900238,26946862,1,10726
37860697,37947057,1,3633
50048014,50203786,1,1996
25377198,25673647,2,1838
92528773,92538005,7,84060
50969217,50970167,5,100287592
151485336,151734487,2,4703
31697128,31708139,CHR_HSCHR6_MHC_QBL_CTG1,58530
31697128,31708139,CHR_HSCHR6_MHC_QBL_CTG1,110599563
44911200,44937002,10,643236
28316986,28343355,8,5368
74825582,75032622,10,23522
36913628,36940449,22,1439
5925550,5970683,7,222967
116276578,116279903,6,7259
14521,29739,9,100287171
23638487,23717356,22,91316
31718648,31721845,6,80740
44970981,44978810,10,11067
49020459,49023495,3,25915
116254207,116256743,6,29940
29965045,29968344,CHR_HSCHR6_MHC_DBB_CTG1,10255
116254173,116444860,6,29940
73420369,73747708,8,27067
174490177,174523154,4,3248
30049228,30055232,CHR_HSCHR6_MHC_DBB_CTG1,30834
148078159,148088029,3,100507461
110491097,110502117,12,51699
44959407,44995891,10,83937
23581495,23640568,1,259283
27830888,27834136,3,100996624
38176533,38213301,8,9530
107065182,107115269,6,57673
26890488,26900466,1,63906
42661726,42706447,7,101928795
6269849,6303265,4,7466
23608452,23632321,22,51233
133784033,133825772,3,58477
2714567,2721418,19,148252
116280199,116370273,6,29940
170662728,170739419,1,5396
77779624,77879539,1,374986
2732204,2740152,19,29985
38143649,38151265,8,6770
42496539,42497443,21,101930094
51383391,51394738,5,3670
54789863,54800933,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,3805
42496008,42581440,21,54020
46339497,46384852,CHR_HSCHR17_2_CTG5,474170
6393693,6435199,17,23746
41085635,41236579,X,8239
48918821,48986382,3,10425
165476841,165582155,1,400794
192749845,192776899,2,64002
133824239,133895836,3,51560
152769354,152779764,4,201798
165544007,165563961,1,440699
38163321,38176730,8,27257
63367590,63438562,1,29929
140388455,140427968,4,1047
51372736,51383332,5,642366
42974510,43033931,21,5316
44811024,44959689,10,220980
5131979,5185668,9,11172
135557919,135648757,7,23165
8106093,8169055,11,79608
46286670,46408885,CHR_HSCHR17_2_CTG5,51326
46286670,46408885,CHR_HSCHR17_2_CTG5,100506084
46286670,46408885,CHR_HSCHR17_2_CTG5,100996709
5898725,5926550,7,51622
49412206,49416475,3,6988
107152557,107459564,6,57107
151409161,151413354,7,100131176
33383179,33402682,9,364
70070287,70099184,CHR_HSCHR5_1_CTG1_1,6606
70070287,70099184,CHR_HSCHR5_1_CTG1_1,6607
200973718,201071671,2,285172
38105242,38144076,8,9070
150982017,150995634,1,8416
49359145,49412998,3,387
82818661,82901166,4,22872
60455752,60470760,11,931
73729104,73737400,2,51002
8897989,8914596,10,105755953
151375909,151410727,7,349136
29879362,29999797,CHR_HSCHR6_MHC_DBB_CTG1,3105
150996086,151008375,1,55793
31700590,31711986,16,100132341
42472486,42496354,21,89765
98608579,98618515,2,25972
5231419,5235304,9,3641
122063306,122068616,12,100506691
38291918,38398522,22,102800317
38290691,38318084,22,1454
5299868,5304969,9,6019
253442,257299,12,102723544
220621,262873,12,6540
70202830,70233911,10,5464
8019244,8106112,11,7275
29656888,29672280,CHR_HSCHR6_MHC_QBL_CTG1,4340
150646225,150697144,1,55204
34359480,34381539,CHR_HSCHR19_2_CTG3_1,2821
231395543,231401164,2,93010
165630861,165661796,1,4259
7930345,7932123,17,58485
30155693,30165183,CHR_HSCHR6_MHC_APD_CTG1,89870
39560816,39576790,1,8761
46667821,46759257,18,29906
201071433,201085750,2,4709
375931,383174,8,157693
7921859,7929803,17,9196
27427790,27442259,2,29959
31655881,31659971,CHR_HSCHR6_MHC_APD_CTG1,259197
3293028,3439913,4,6002
97434222,97469128,13,5911
27110112,27155266,10,10730
54819179,54834168,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,3809
35717872,35729483,22,80831
72996785,73069199,3,151987
54802891,54817199,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,3811
167392796,167408519,3,104310350
174920,176013,7,105375115
71729000,71809201,16,164
200908973,200963680,2,4999
55793544,55862789,7,346288
41636882,41654246,6,4188
192969,260745,7,56975
155139891,155140595,1,54344
2593210,2685615,17,5048
63558913,63668939,12,283417
7932101,7949918,17,116840
119557086,119673453,8,5168
8695856,8707621,18,100287082
73061659,73063337,3,55096
72888073,72998138,3,727936
2849039,2857083,12,101929469
8705661,8832778,18,23255
2668500,2672220,12,100874235
2676001,2691200,12,100652846
8060038,8069373,11,101927917
60492778,60507430,11,54860
23691779,23696425,1,6135
29990282,30052027,CHR_HSCHR6_MHC_SSTO_CTG1,80862
42932200,42948958,7,64983
10701430,10713437,19,81890
2048352,2049463,12,100874369
20028179,20091190,1,5322
2877223,2941140,12,7289
178463664,178478600,2,51661
127708072,127918597,CHR_HSCHR6_1_CTG8,387357
117276631,117323289,7,7472
42908726,42912305,7,79020
31653110,31655895,CHR_HSCHR6_MHC_APD_CTG1,7940
5334969,5339873,9,6013
406428,477967,8,26260
42916857,42932223,7,5683
38138478,38143022,3,4615
93240020,93419547,6,2045
30049286,30055293,CHR_HSCHR6_MHC_SSTO_CTG1,30834
103770453,103841197,12,51559
196833004,196927796,2,80055
43027853,43039547,2,102723854
180949699,180954887,1,103344928
7649400,7665903,12,339
32987867,32992379,CHR_HSCHR6_MHC_APD_CTG1,3108
180972712,181023121,1,10228
63808845,63822156,12,104169670
112055223,112119318,2,84910
63779803,63809558,12,10329
22168542,22182982,Y,159163
70247329,70283676,10,64106
26559033,26572233,11,143662
82041778,82046141,15,84206
156011530,156254950,2,101929378
148697784,148743008,3,185
215311817,215349773,2,471
19285739,19322145,16,728276
122078722,122147347,12,22877
44114681,44124358,7,5425
26309599,26663288,11,63982
180913154,180951614,1,57710
99472332,99600995,1,101928270
113648804,113658186,13,496
392614,404908,11,11187
32973881,32992379,CHR_HSCHR6_MHC_APD_CTG1,3109
1970786,2697950,12,775
58654739,58700092,1,114803
128297685,128343908,7,55131
30693782,30907824,22,23762
68636189,68722616,16,1001
28348287,28490318,8,157574
233475520,233566782,2,55230
77888513,77943895,1,91624
33291654,33299324,6,5863
99645943,99694541,1,54873
30390885,30412375,7,100506516
30284307,30367692,7,223082
29930538,29999232,CHR_HSCHR6_MHC_SSTO_CTG1,3105
35738736,36028425,22,23543
84139440,84153245,10,27069
73536356,73558002,7,9275
78507564,78537372,15,123688
9843354,9934416,2,9014
102876467,103108496,1,1301
70244409,70262299,CHR_HSCHR5_1_CTG1_1,8293
48989886,49007154,3,54681
70298970,70382650,10,55222
113667155,113737735,13,6011
60515413,60542721,11,503497
54738560,54752721,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,100132285
151806071,151831872,1,6097
28345585,28402701,8,55893
11106535,11262507,1,2475
290170,294422,7,100288524
54754663,54769262,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,3803
379359,382712,7,442497
30732707,30736080,CHR_HSCHR6_MHC_MANN_CTG1,11270
170935471,171064765,1,80133
70268827,70296783,CHR_HSCHR5_1_CTG1_1,6606
116461370,116463779,6,441168
167441789,167479004,3,5276
15002502,15036801,CHR_HSCHR16_1_CTG1,54700
17249098,17284233,1,51702
44728988,44767829,15,140691
107489958,107660167,6,55084
77881348,77889539,1,374987
57452323,57459280,12,83729
49007062,49015953,3,11180
33403402,33408857,CHR_HSCHR6_MHC_MANN_CTG1,414765
85107147,85146076,8,85444
33404140,33405839,CHR_HSCHR6_MHC_MANN_CTG1,6293
31758101,31761298,CHR_HSCHR6_MHC_MANN_CTG1,80740
18738101,18739187,12,93661
171090877,171117819,1,2328
26949562,26960406,1,126695
31758047,31766164,CHR_HSCHR6_MHC_MANN_CTG1,80739
75647786,75761872,16,54386
497258,520296,7,5154
75714224,75726442,16,105371346
75693929,75701459,16,100033411
33657087,33674463,20,63941
38561978,38603586,2,92906
75627474,75648643,16,3735
151800264,151806154,1,339398
26993707,27000898,1,388610
28315003,28349127,3,64343
5357973,5437878,9,55848
186189032,186191490,4,651430
70925582,70931125,X,84889
112138385,112188216,2,129804
27154824,27186924,10,84930
152779937,152918463,4,27236
70480568,70523565,16,25839
113142350,113167819,3,101929717
33289302,33298401,6,10471
113002440,113019861,3,25871
54040829,54063953,CHR_HSCHR19_4_CTG3_1,284415
68928463,68951791,4,79799
65066300,65084164,11,113130
58275877,58296548,2,105374744
27005020,27012836,1,115572
30549106,30555943,CHR_HSCHR6_MHC_SSTO_CTG1,80742
219543663,219550595,2,130612
55951819,55956501,7,51373
29824187,29828345,CHR_HSCHR6_MHC_DBB_CTG1,3135
55951793,56000181,7,2631
113748511,113751089,13,100130386
11548030,11590369,12,338817
3581181,3611598,16,84464
219538947,219543787,2,79586
33277132,33284832,6,8705
139600838,139703056,8,51305
30533598,30549394,CHR_HSCHR6_MHC_SSTO_CTG1,2794
155169408,155173475,1,200185
33279108,33289527,6,9277
24505353,24508265,14,1215
15151833,15205959,3,344875
1308567,1311677,1,126789
22296798,22298876,Y,83863
62637172,62645291,15,197003
32868172,32894131,7,25948
22308859,22321825,Y,159162
73780097,73878910,8,55284
62390526,62844631,15,83660
52110839,52460959,8,9705
1959508,1961975,16,4716
71288803,71308950,6,79627
3249305,3407625,20,25943
7590199,7611967,6,154007
165662216,165698863,1,223
160485030,160523262,1,114836
7746034,7749606,8,441317
22403461,22417881,Y,378951
56266858,56270966,12,93058
107894597,107935980,X,101928335
127708072,127918631,6,387357
107825755,107927193,X,11043
54253184,54256272,2,388951
30990008,31042815,18,1825
53970838,54305300,2,98
3247481,3256236,18,10627
143716259,143722458,8,225689
146938744,146996202,1,149013
155173787,155184971,1,80128
192316992,192367285,1,431704
29990956,30051969,CHR_HSCHR6_MHC_DBB_CTG1,80862
36579611,36810248,15,84529
185915906,185938136,3,6434
24573522,24576260,14,1511
34394,35871,9,654835
53864067,53970840,2,23198
165698750,165709968,1,440700
113422237,113438276,12,113675
55887475,55942225,7,349075
32890988,32903839,CHR_HSCHR6_MHC_COX_CTG1,6046
32124704,32174350,5,64083
27525442,27662995,7,11112
29720084,29731839,22,164633
45551153,45579326,20,90199
195959748,195990318,3,255812
28241584,28325142,3,152100
11189341,11195981,1,10218
29730956,29767011,22,55954
116511646,116524792,6,254228
78666047,78719765,8,51101
24630954,24634267,14,3002
60615736,60687149,11,283197
38814,46870,2,642273
111599498,111600256,12,102723619
9731729,9748018,3,7862
116494989,116545610,6,100128327
32091037,32104024,CHR_HSCHR6_MHC_DBB_CTG1,1388
111452214,111599676,12,6311
520391,525232,7,441307
3255436,3261850,18,104968399
84173738,84185294,10,387695
5126786,5197887,20,8760
489792,545781,8,157695
160541095,160579516,1,8832
3261909,3278284,18,103910
117363222,117428123,7,136991
29964383,29967676,CHR_HSCHR6_MHC_SSTO_CTG1,10255
116529013,116558868,6,221301
23743155,23762059,1,6924
31708869,31712066,CHR_HSCHR6_MHC_QBL_CTG1,80740
62624826,62646726,11,23193
78675743,78805523,8,3574
11143898,11149537,1,100873935
6946468,6961316,12,5777
37949572,37976633,10,219749
5450503,5470566,9,29126
107704104,107824317,6,256380
31708815,31716928,CHR_HSCHR6_MHC_QBL_CTG1,80739
49188736,49274603,12,84790
54069895,54081380,CHR_HSCHR19_4_CTG3_1,441864
113392445,113426301,12,10993
48590042,48608867,X,64743
112990918,113015060,3,29083
52008031,52080987,5,105378960
73420004,73441526,8,100128126
70312214,70368830,CHR_HSCHR5_1_CTG1_1,4671
23760382,23778287,1,100506963
16313574,16514026,3,23180
24606480,24609699,14,2999
140442262,140498377,4,152586
18831938,18868236,19,5976
30176913,30205889,CHR_HSCHR6_MHC_APD_CTG1,7726
31101588,31162789,18,101927698
31058840,31102415,18,1824
47214465,47239240,11,1643
82088594,82097694,15,101929690
2247432,2262294,4,10608
8333481,8457558,5,729506
49184796,49189324,12,7846
50305586,50625163,10,259230
8450743,8463095,5,100505738
7404874,7419860,17,57555
194344269,194419645,2,101927406
72674,88826,9,101929127
62827675,62884034,15,105370854
31648638,31653693,CHR_HSCHR6_MHC_COX_CTG1,7918
3594832,3644644,2,78989
189884988,189888341,CHR_HSCHR4_3_CTG12,105377617
155185824,155192916,1,4582
192575727,192580031,1,5996
32303700,32315344,13,646799
14611071,14693471,9,340481
57055643,57088063,12,23306
29555178,29559492,CHR_HSCHR6_MHC_MANN_CTG1,10537
116231,118204,9,2298
32016970,32093383,CHR_HSCHR6_MHC_DBB_CTG1,7148
14719724,14722717,9,9350
49853842,49890078,22,9889
73762184,73780157,2,8446
1266316,1309328,20,9751
22438940,22485592,Y,101929148
160608100,160647295,1,6504
29587046,29588629,CHR_HSCHR6_MHC_MANN_CTG1,7932
22439593,22441458,Y,84672
171137740,171161568,1,388714
107980864,107982370,X,56156
52194362,52199580,8,101929341
60596912,60700190,5,55789
161083883,161105384,3,8706
9951693,10002277,2,29841
1554044,1571920,CHR_HSCHR11_2_CTG1_1,1850
29554,31109,1,105376912
108044970,108079184,X,340547
11869,14409,1,84771
11869,14409,1,727856
11869,14409,1,100287102
11869,14409,1,100287596
11869,14409,1,102725121
57460135,57472262,12,2735
14404,29570,1,653635
1226056,1296421,20,642636
76011184,76112802,4,419
48408306,48645849,15,2200
84194635,84219621,10,92211
1571353,1599200,CHR_HSCHR11_2_CTG1_1,338651
1584352,1585293,CHR_HSCHR11_2_CTG1_1,387264
152936352,152979696,4,85462
1597193,1598310,CHR_HSCHR11_2_CTG1_1,440021
36843640,36966472,2,6801
127400399,127402150,8,101805488
21209136,21269494,14,3183
738548,740374,8,401442
1565509,1622417,8,100507435
127414290,127420069,8,5462
1296034,1302607,8,286083
24583750,24629005,22,2678
24583750,24629005,22,728441
24583750,24629005,22,102724197
151837819,151840557,1,100191040
614746,738106,8,157697
32315474,32400266,13,675
151847263,151853697,1,284486
33662284,33665619,20,128864
160678746,160711851,1,962
127289817,127482139,8,727677
33666498,33668525,20,170487
49918167,49927540,22,79174
31656528,31660956,CHR_HSCHR6_MHC_COX_CTG1,58496
73159190,73208317,12,101928137
59936668,59940297,20,5509
10116777,10130258,12,64581
126988594,127037392,3,5361
59933764,59948680,20,63939
16265160,16350299,3,92106
31652646,31660956,CHR_HSCHR6_MHC_COX_CTG1,1460
31129236,31162856,18,1823
737596,1708474,8,9228
103950202,103965708,12,728568
196027183,196082189,3,7037
113820549,113864067,13,2621
57472255,57488814,12,64333
84699978,84779922,16,9100
119544432,119662251,2,200373
36965248,36968172,22,100506241
40735884,40755851,15,55177
32014113,32017485,CHR_HSCHR6_MHC_DBB_CTG1,1589
7669044,7670454,19,56729
54251046,54258245,CHR_HSCHR19LRC_PGF2_CTG3_1,10990
38845769,38950561,3,11280
50099603,50100988,3,100775107
50155045,50189075,3,6405
32856943,32875441,CHR_HSCHR6_MHC_COX_CTG1,3109
43222402,43226609,2,678
99708703,99766631,1,391059
52787896,52959210,5,3672
103930107,103953645,12,7184
2752050,2815927,X,7499
2752050,2815927,X,100132596
105744897,105894274,2,8440
151873584,151909808,1,117145
43227210,43228855,2,100129726
113759240,113816995,13,348013
20111939,20119566,1,26279
85172077,85177062,8,102723322
561958,565619,7,101927000
726701,786475,7,54919
15206152,15252918,3,23473
74133166,74402535,12,100507377
90245174,90311063,7,79846
32685145,32773875,3,25904
58780788,58784327,1,3725
54724454,54736547,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,115653
171600405,171810950,3,5337
32870929,32893044,CHR_HSCHR6_MHC_COX_CTG1,3108
230034974,230068999,2,151473
58882868,58903747,1,105378753
28772674,28789301,22,150275
112211525,112255136,2,84524
10058722,10063502,10,101928298
23754627,23758951,16,63928
549197,727650,7,5575
23084355,23117437,8,8794
36192592,36242279,5,133686
43230836,43596046,2,63892
98619106,98731126,2,11320
99896248,99946726,4,79982
27098815,27166981,1,6548
34928430,34955817,20,2937
16043736,16057308,1,1188
63652668,63679020,3,132203
73382433,73624940,3,23024
30424527,30478784,7,10392
145096000,145112696,1,728833
52989326,53094779,5,3673
151028422,151047782,7,11194
65089324,65111860,11,738
178480468,178516462,2,65977
23778405,23788232,1,57095
119588337,119605895,X,55922
123712318,123761755,12,23545
33794673,33804011,6,4295
2754714,2783371,19,6449
127686343,127733967,8,100270680
6451264,6556494,17,83394
41577187,41625001,8,137964
27739331,27844564,7,8887
34865436,34929585,1,58512
64045443,64078549,7,442319
119574467,119591083,X,7319
156324432,156342348,2,4929
36991120,37007841,22,339669
389273,442645,12,84318
10418739,10462349,10,101928322
49900229,49918458,22,79087
10784437,10794980,10,207107
23135588,23164030,8,8793
50116022,50156085,3,100129060
49940007,50100045,3,10180
45344063,45413619,22,27127
6210379,6279948,19,4298
111876051,111903990,X,100329135
133928145,133929812,3,80111
120684919,120922870,4,11107
896503,913245,19,91300
186191520,186213456,4,285440
65084223,65088400,11,7542
161104696,161253532,3,51068
5122220,5180912,3,55207
41275739,41276778,X,105373185
34554,36081,1,645520
63860645,63861819,3,100874039
57646426,57803101,18,5205
41359607,41700044,4,22998
