start,end,chr,gene
167538263,167562688,1,685579
76386471,76407989,10,497978
123862563,123867149,X,100190895
504007,544748,12,360254
6018374,6027473,20,29513
3819414,3822778,20,294281
70285219,70356568,3,680315
61685241,61700491,10,287521
70242874,70250934,10,303376
70250959,70259553,10,303372
1464765,1497653,10,304709
123976734,123980357,X,503423
70322755,70345005,X,58845
123887988,123993542,X,298353
123887988,123993542,X,363439
12403385,12407561,12,25334
43267057,43276685,9,316333
12374790,12402552,12,304285
76675418,76708261,6,299053
123912361,123916988,X,24631
4517307,4519389,20,361799
25497104,25506300,12,114553
123999683,124002073,X,298352
123999683,124002073,X,100364002
10943341,10952549,16,192223
11373917,11494459,6,64119
91008269,91027738,10,303575
6049286,6086099,20,309647
2605996,2615944,2,64045
81518176,81548871,9,301511
100297152,100344377,1,78957
72010579,72023952,4,494321
1647441,1648449,20,294187
1647441,1648449,20,408031
154486012,154508877,2,499630
4519474,4530126,20,294260
135550834,135558440,X,367930
10221395,10269693,3,362106
6102277,6143707,20,361812
112769385,112831476,2,361921
34051993,34094698,11,304074
135918929,136303249,X,302817
28395296,28442924,5,362490
78009338,78168609,10,303443
78111050,78174584,10,690300
78111050,78174584,10,103693419
81689335,81714419,16,25328
70354360,70377825,X,678749
6205903,6219936,20,294307
137294544,137321121,5,89806
85421426,86819375,3,311236
70408064,70414368,X,679520
6224296,6257604,20,361813
20798437,20807070,16,25304
100364190,100372760,14,289809
230287296,230356919,2,295461
100373129,100394145,14,498418
3823042,3829140,20,361801
100311173,100360879,14,29748
28575480,28611946,15,305851
136460215,136495646,X,302819
78805347,78833192,13,304917
35850132,35876585,18,103690064
408001,899974,8,66012
3344870,3350927,20,294230
61703839,61745097,10,303304
6288267,6298213,20,361814
167686173,167708714,1,308901
70262361,70290445,10,303373
138098185,138148967,X,302826
3400977,4088989,2,309928
25403390,25839345,1,59299
3170742,3214655,10,304714
11662356,11686682,6,301674
11644578,11662499,6,100360342
6515638,6864571,20,309651
1736377,1737362,20,406018
6545083,6556350,20,361807
6545083,6556350,20,108348120
1749716,1750642,20,294190
12409876,12546111,12,304286
154520087,154542919,2,64018
70298519,70312070,10,303377
8383214,8600512,14,305156
140878216,140888795,X,367944
33596301,33599685,15,501996
153539668,154051181,X,293922
153539668,154051181,X,103690302
6297258,6330765,4,311952
37922292,37993207,11,304050
1764794,1765833,20,405203
4536212,4542073,20,294257
155844857,155862475,X,170944
4542340,4561152,20,24231
187114217,187133993,2,295293
10327414,10375826,3,25698
112868707,112934953,2,294930
95406284,95418679,3,362182
98073038,98108433,9,316620
4530342,4536209,20,294258
653510,680378,19,84019
6869767,6905194,20,294311
78358203,78361647,5,688746
81559605,81560594,9,338443
1781320,1782246,20,405349
70426951,70428364,X,63843
154555871,154590662,2,295088
4320382,4376288,8,690758
4320382,4376288,8,100911044
81719028,81756654,16,361181
4320230,4337887,8,286984
4320230,4337887,8,690716
78836587,78852182,13,304918
6923489,6932786,20,294312
33600102,33602834,15,290214
1787174,1788324,20,294186
1787174,1788324,20,406039
48069194,48070536,1,404641
107467260,107652899,7,24826
70438617,70452067,X,171107
1809078,1810116,20,309583
1809078,1810116,20,405202
6937347,6961162,20,294313
70326157,70342492,10,303378
57108956,57183270,11,498079
119197239,119317500,2,310306
21063562,21168750,X,317425
682065,736315,19,307615
92288910,92386517,10,29477
12842884,12870497,20,81681
43807677,43854396,9,85257
30308469,30314519,12,288622
13567803,13581164,20,294343
13567803,13581164,20,100909461
13567803,13581164,20,100909869
13567803,13581164,20,103690173
81569289,81586553,9,316516
101106892,101107575,9,100910788
101106892,101107575,9,100911516
13827132,13831588,20,29318
20824864,20845243,16,684558
81560842,81566642,9,301512
167835647,167849834,1,684189
81566074,81634534,9,100188944
4405227,4419384,8,100910798
100415668,100427260,14,289810
101388151,101388833,9,316643
101388151,101388833,9,100910788
1814661,1818800,20,24747
13836030,13963003,20,94165
78857638,78885464,13,304919
78368867,78379346,5,25374
47853818,47891668,5,313128
60939260,60942845,X,302438
12624723,12634472,12,25503
86810809,86822094,6,299104
110980074,111013589,3,311329
142869752,142878347,7,192254
77211692,77280250,4,362356
142817157,142860572,7,29381
151937,155263,Y,25223
13965121,13972547,20,294335
36524007,36579403,18,291624
6333050,6449949,4,499968
3232794,3321412,10,304721
30450316,30464352,12,29353
3218466,3235229,10,360462
12638864,12662371,12,360768
3351303,3364565,20,361789
61027368,61029298,X,302434
14050465,14060264,20,100365744
27476375,28159290,1,102551716
137356801,137360580,5,362576
70458603,70461635,X,302422
14080565,14095181,20,687711
87116827,87137965,10,303518
182690,223588,Y,103694540
36918843,36946708,15,290270
111199141,111220693,9,316687
21642484,21689553,20,309724
61103011,61151601,X,317271
170471238,170474113,1,84384
174542667,175233457,2,365823
55744810,55771730,18,286910
170471272,170565063,1,690115
44436403,44630317,20,25150
187143568,187160373,2,59109
15604145,15643489,17,306808
61229831,61232085,X,317270
78886163,78901420,13,289150
4440876,4669014,8,66018
46250363,46261994,20,83689
46271689,46305157,20,102554658
86879719,86924146,6,689296
80606638,80609921,1,25292
80606638,80609921,1,108348160
4095129,4195810,2,294601
235213027,235232530,2,502596
46428124,46519144,20,294515
57207656,57260568,11,363781
112371677,112377706,3,691918
30464676,30491102,12,360800
70461718,70561189,X,84393
81756971,81783047,16,361182
740028,762897,19,81655
49464919,49556518,20,309871
94136993,94147621,10,303601
3830164,3859018,20,294279
7108462,7113919,4,296733
111220858,111286185,9,501194
327166,329299,Y,25221
327166,329299,Y,103694534
327166,329299,Y,103694545
327166,329299,Y,103694550
327166,329299,Y,103694554
327166,329299,Y,103694555
78912361,78957212,13,304920
50172618,50269992,20,83471
70370300,70376331,10,303380
78584312,78607983,18,100909830
235237414,235249575,2,310869
4195917,4754318,2,294603
50394650,50422560,20,641520
93423002,93444240,6,29670
93423002,93444240,6,408248
142905758,142920216,7,79240
85162452,85201757,1,292756
20845576,20860789,16,290658
61772449,62007030,10,287522
182027115,182038178,2,24366
70563570,70572295,X,302421
137458691,137463255,5,108348080
10553589,10602672,3,65153
61756138,61772293,10,303306
53789760,54517709,20,54257
61746059,61757518,10,100360406
101116635,101118825,1,81774
60021534,60070552,9,363229
1837976,1839015,20,294196
80920568,81150940,5,313262
235250453,235257731,2,499709
31264755,31273159,1,29478
31264755,31273159,1,679739
31264755,31273159,1,100912599
142929400,142938554,7,300240
187162017,187181395,2,60663
82200145,82209933,4,100911668
82200145,82209933,4,100912608
170574349,170579616,1,308911
1845209,1846151,20,294197
87142116,87153982,10,497994
4800361,4801312,2,293353
9141512,9381870,14,305164
30491416,30501860,12,288620
81784348,81797815,16,306608
94192556,94206535,10,498012
2500689,2514546,20,309591
5573729,5822874,12,304244
22212132,22294402,X,685244
238529074,238606905,2,310856
7122890,7135669,4,311959
111327402,111347430,9,501195
85213652,85217258,1,292755
82285528,82295470,4,100911668
82285528,82295470,4,100912608
82285528,82295470,4,103692129
101124479,101131413,1,103691134
79077033,79088127,13,94167
1861272,1862249,20,294198
32573228,32581781,1,29478
32573228,32581781,1,679739
4820016,4820980,2,405392
101120325,101123402,1,317646
70411738,70435156,10,114247
4572100,4574956,20,309613
113579107,113598480,9,84014
87189934,87195075,10,287675
142994119,143016040,7,315318
34665872,34842266,17,171455
187218851,187225002,2,310688
182040318,182056673,2,60376
107695215,107723772,7,65154
123555673,123766676,2,294978
243820661,243852631,2,117045
34693597,34694690,17,103690165
109497962,109501082,4,24714
137670123,137674802,5,114021
137670123,137674802,5,108348080
4858907,4859854,2,293351
30514112,30526557,12,304429
48047913,48050187,5,690354
85218803,85220237,1,245917
20863141,20873521,16,290659
380382,390667,Y,103694544
178351680,178431395,1,293173
68702820,68722472,13,289089
26355296,26385761,6,25658
1889652,1890590,20,405199
1889652,1890590,20,405201
1876173,1897814,20,29168
10632896,10694649,3,311857
87225343,87232723,10,303519
12665194,12712742,12,288478
143059764,143075907,7,300242
5437067,5438301,2,680620
4942775,5545144,2,294606
187659106,187668708,2,361979
3397834,3401315,20,361791
187610087,187622373,2,310625
48052401,48194294,5,500430
3364814,3368923,20,294231
60102121,60138059,11,288118
3367150,3386106,20,294232
3372413,3397039,20,361790
70596576,70648532,X,58948
40982862,41006371,1,292267
23492621,24074536,8,315484
84575150,84939323,16,192253
81431600,81442451,5,313264
81179605,82168427,5,100361323
60070739,60330125,9,252893
107734323,107775714,7,299923
79269973,79293778,13,89814
422855,445477,Y,25225
422855,445477,Y,103694556
422855,445477,Y,103694557
85324043,85362241,1,308473
21842990,21852216,14,641555
109529679,109532234,4,24620
87238723,87248632,10,407758
252263386,252296051,2,308023
252263386,252296051,2,100909794
3889370,3892449,20,24984
48274477,48290658,5,297961
2515520,2517498,20,406230
184231260,184309664,2,100360914
140106766,140125220,3,362228
70174936,70183879,13,360854
4576057,4592980,20,361798
30527540,30566032,12,498174
57423734,57429245,5,65133
70157522,70165568,13,498251
3321476,3357470,10,100362572
41034308,41126043,1,292266
62727755,62818522,X,286936
21036646,21038844,16,361128
81644355,81651989,9,690437
110699557,111497643,4,500219
1936438,1937376,20,294203
87256434,87261717,10,450229
1944801,1945844,20,294204
70512790,70516421,10,116718
70512790,70516421,10,108348326
34886739,34905117,17,291100
138470069,138505556,5,313552
12714394,12738641,12,288479
94207314,94228236,10,116745
132068598,132111079,4,297481
29674793,29741465,16,498622
60140130,60164655,11,685680
87276293,87286387,10,360623
30570386,30573610,12,288621
5569935,5579894,2,81808
143078996,143085833,7,681126
85362268,85368031,1,361531
22553650,22591461,14,83808
187668796,187693610,2,295230
22375955,22534720,14,24862
22375955,22534720,14,29623
22375955,22534720,14,266685
150719569,150723321,5,25392
10254951,10257130,12,80840
140126797,140141679,3,102548514
178636544,178935051,1,64456
87296451,87300736,10,450225
11392625,11512600,10,302950
107895045,107963142,7,362924
7144669,7156311,4,499971
60170985,60180118,11,685692
79698445,79705705,13,25385
3945601,3952846,20,108348139
143092511,143102737,7,366990
36950257,37030281,15,305910
3616878,3662683,18,266732
151394524,151397603,5,266769
57445344,57455018,5,313167
39144972,39147702,16,100910087
39144972,39147702,16,108348202
87328549,87335823,10,360625
39361218,39551700,8,680549
101138248,101151320,1,361571
90800082,91012659,5,298144
12738812,12748345,12,288480
10298555,10391270,12,682937
62836131,62903554,X,296849
505996,589267,Y,100312983
30600957,30621079,12,689118
258792839,258997145,2,171447
39353283,39355635,16,100910087
39353283,39355635,16,108348202
152680407,152686806,5,29332
35424011,35425104,17,691382
85275678,85306366,16,498666
11877903,11891099,10,360483
81655629,81666706,9,316519
143107901,143112960,7,407761
1942499,1946508,13,297865
39367692,39719187,16,306439
108613739,108756747,7,314964
60399261,60430081,9,170904
187697509,187706321,2,310626
62019379,62032407,10,287523
187697523,187701118,2,295231
70520206,70621977,10,140670
187759480,187766709,1,117053
87391623,87407634,10,287678
22706901,22707668,14,100360977
3973420,3978845,20,24967
259379509,259898525,2,29758
8926850,9504134,2,100362255
87430850,87437455,10,303523
41192824,41594796,1,24890
85368288,85373099,1,292751
155022493,155204456,5,313633
125752130,125879387,2,310341
37226186,37231912,19,291960
148139528,148197365,4,297530
7158448,7167509,4,499972
79736482,79801561,13,360863
57472315,57530987,5,689226
37691345,37784924,15,305918
85315275,85330092,16,306630
22724070,22825444,14,286954
22724070,22825444,14,305264
87453688,87459652,10,287679
184600721,184679683,2,361974
39708638,39734594,8,500973
143122269,143128932,7,407760
26939697,27024129,6,65208
87467991,87468711,10,363678
87467991,87468711,10,680060
12748785,12782146,12,27137
60184961,60251428,11,288117
12756452,12760838,12,689907
85380088,85382569,1,79426
144316595,144321602,3,689220
187708234,187735355,2,681012
6679368,7537275,13,297846
23661013,24050209,10,116543
2651599,2678141,20,24233
70670322,70946565,X,501588
101161252,101173174,1,116638
14003340,14022672,3,687813
36334147,36408831,17,291105
3404711,3419831,20,309595
87474871,87475882,10,680060
4593389,4609631,20,294255
109037845,109205354,7,362925
86600877,86625083,16,290912
30702571,30728655,12,288626
187770160,187779675,1,293551
260039651,260051644,2,687364
3979035,3989669,20,24811
64852289,64916652,9,301436
57534695,57632182,5,313169
64898459,64923012,9,316425
143135074,143141589,7,407759
40345160,40346095,8,405319
35072108,35149610,14,64030
156613741,156626529,5,366489
40383918,40384966,8,405106
87484342,87484935,10,680071
27425235,27460038,6,362712
4610995,4615247,20,24591
144427207,144431806,3,296234
62035866,62109078,10,303311
70258915,70321752,13,360855
143161235,143167772,7,407762
85386470,85399699,1,292750
8066737,8185935,4,296753
36771639,36776225,17,117097
40410604,40411648,8,405105
87500299,87500919,10,497995
26605426,26769374,13,24224
87502817,87503591,10,100361571
37428959,37454040,19,291967
63158976,63204530,X,367832
81672758,81677979,9,363249
144480312,144485304,3,296235
3705916,3940838,18,307582
37790141,37807660,15,691799
99236653,99274269,6,299152
42401706,42431480,14,681008
40448952,40449899,8,405972
87510101,87510629,10,680104
60253608,60275464,11,685716
144569502,144574112,3,366219
40488792,40489736,8,300529
159967839,159971562,5,50565
70627401,70637332,10,303382
70627401,70637332,10,103694863
87516452,87517199,10,100365588
60528997,60538375,5,680021
101173382,101175570,1,100910047
9537642,9578310,2,685465
70639862,70646495,10,287570
70639862,70646495,10,108348322
60336061,60363936,11,685767
27473748,27512287,6,362713
127538659,127554307,2,689108
37813115,37831031,15,290279
3422461,3426371,20,29214
40524733,40692462,8,405103
40691521,40692465,8,405101
62140419,62191512,10,287524
87521178,87521572,10,501721
87521178,87521572,10,680136
87521178,87521572,10,680152
70660691,70681672,10,303384
70660691,70681672,10,103694864
79886832,79889304,13,364032
79856479,79899479,13,360864
3990613,3993769,20,24968
14441476,14515212,7,299566
14049995,14229080,3,362119
87534736,87535438,10,501720
87534736,87535438,10,501721
87534736,87535438,10,680152
155269347,155288533,3,311598
70972765,70978952,X,29485
159993799,160014895,5,313666
27535020,27546454,6,298857
44524416,44527613,14,29257
44524416,44527613,14,100360449
44524416,44527613,14,100364457
106998623,107038704,1,84487
2699712,2701815,20,24472
2699712,2701815,20,108348108
85405512,85408444,1,140655
59077574,59247754,16,58834
87541406,87541851,10,501721
87541406,87541851,10,680136
87541406,87541851,10,680152
86044485,86129329,9,301555
148199102,148268405,4,286998
60371684,60403196,11,24560
187737770,187741696,2,681021
41252456,41253397,8,405100
41252456,41253397,8,102554388
41285450,41286388,8,300548
41285450,41286388,8,103693050
26780633,26812215,13,360833
70689863,70721892,10,287571
70689863,70721892,10,103694865
160727910,160730360,3,103690289
87586472,87753700,10,501725
12859661,12877495,12,288482
160230955,160282810,5,313668
104437159,104530403,6,678893
103251986,103366264,5,679640
2704148,2707120,20,100364500
3995544,4009587,20,24812
3427880,3438396,20,64665
160736675,160739137,3,408229
160736675,160739137,3,103694893
22408118,22413741,X,302612
127625683,127677503,2,294993
42500929,42518855,15,691979
2723572,2734296,20,686048
45024351,45046446,14,305353
30740520,30811054,12,304431
160774855,160777092,3,408224
60538928,60559533,5,298084
111849998,113527735,1,100910839
1955359,1984863,20,81657
112833944,112947451,1,29707
112158519,112811936,1,79211
14528822,14545751,7,500801
87759769,87775558,10,680328
87759769,87775558,10,102552748
87759769,87775558,10,108348235
14529482,14574361,7,286905
63268037,63292092,X,299027
87782376,87782936,10,680396
87788458,87789066,10,100910814
87788458,87789066,10,102552748
187741770,187742747,2,25295
4694472,4896970,20,368153
4020317,4026346,20,365542
70726071,70735742,10,497970
4855829,4858447,20,103694380
4861335,4863198,20,103694381
4959294,4964963,20,24963
87808493,87809189,10,680428
4806108,4818568,20,114612
12528111,12640716,18,364823
115907097,115910541,7,54323
4877324,4879779,20,294254
4877324,4879779,20,108348108
87819150,87820168,10,680442
160799981,160802433,3,84386
4966817,4970568,20,684148
87832743,87833687,10,680454
34238717,34253910,13,60381
2757004,2768426,20,406159
2757004,2768426,20,100911938
41302631,41303572,8,300549
41302631,41303572,8,100910822
63343546,63389989,X,314111
4993560,5008262,20,25009
10636275,10684278,12,252931
115942743,115946425,7,315073
45829446,45863877,14,289632
87896771,87898252,10,100362207
87896771,87898252,10,100909661
148286853,148398148,4,312656
187751776,187771865,2,681050
4892702,4896991,20,309607
63098116,63133185,10,303346
115956276,115959453,7,300015
4852496,4854677,20,25008
13043038,13067341,12,498145
59532389,59539920,8,29671
4821285,4823494,20,368044
87919100,87920581,10,100362207
115961731,115963046,7,300016
4638663,4943564,20,309603
4638663,4943564,20,414793
4806277,4945944,X,103689969
37476095,37481307,19,25117
4673658,4935887,20,414783
4039413,4049711,20,309622
4039413,4049711,20,688090
45360503,45376476,15,290308
4931965,4935372,20,414793
39095459,39104519,17,306929
163787101,163847671,3,296384
4822935,4839202,20,361794
87927539,87928251,10,102554371
64929721,65007870,9,54349
115967273,115969304,7,300017
143179835,143187648,7,315320
187774062,187786731,2,365841
34267471,34277530,13,246042
143196068,143206265,7,366991
87950001,87954055,10,303528
60524917,60547201,11,407756
29178858,29483460,6,298867
87959408,87962846,10,303527
87959408,87962846,10,450227
87959408,87962846,10,450228
127699761,127781003,2,361939
70989822,71127278,X,363478
127770767,127778350,2,365778
3438798,3440769,20,294235
127686925,127705518,2,310344
70379346,70559458,13,289095
70739800,70744315,10,81780
127770676,127827800,2,499602
115977852,115981731,7,315074
64729221,64737807,16,306526
115982876,115988090,7,300018
2813504,2824748,20,406159
2813504,2824748,20,100911938
64737340,64745207,16,290811
2813332,2858205,20,406160
79910382,80379929,13,171574
85437780,85466854,1,308472
59561721,59590172,8,25102
60572577,60588240,5,313245
37481782,37525762,19,291969
13090172,13111873,12,363875
188034495,188101566,1,192189
115993301,115994783,7,315075
45188248,45207065,17,266792
12796195,13194952,18,307556
63520991,63625134,X,363474
87993551,88000534,10,450230
143208527,143217535,7,366992
4066132,4070721,20,309621
40030248,40086870,X,84416
70566643,70626252,13,192362
11658568,11822787,2,499497
187799568,187822997,2,310630
185289653,185303610,2,108350052
70783424,70788309,10,360579
164950917,164956255,5,313702
60585171,60613718,11,171415
71174699,71197812,X,679693
59592403,59607275,8,25101
116039715,116063098,7,300019
116090189,116091955,7,680210
104771392,104920906,5,679802
51465148,51485692,15,306004
88006179,88009576,10,287697
107550904,107557688,6,503049
71155601,71162158,X,302415
39357791,39393189,19,80773
88016602,88019967,10,287698
71162585,71169865,X,140924
45080963,45124270,X,501563
56424164,56426012,10,497938
71199491,71222732,X,171297
116156219,116255167,7,24294
116156219,116255167,7,353498
116156219,116255167,7,500892
116156219,116255167,7,100910462
70658707,70783515,13,117036
143219012,143228060,7,300247
14299479,14371681,3,311886
63197364,63240332,10,287552
63803189,63809861,X,84469
88032130,88036040,10,287699
4956699,4957529,X,302867
107596782,107625214,6,685664
88046803,88050622,10,287700
45982244,46041866,14,289635
34365147,34584651,13,304740
4087618,4097190,20,294270
176527516,176548208,3,25590
188195416,188245628,1,499254
72742210,72744303,13,498256
65013862,65099433,9,493909
14212925,14241272,4,103690020
65110325,65167192,9,316424
88149345,88152064,10,303530
14001761,14249749,4,29184
14001761,14249749,4,499985
14001761,14249749,4,100365047
104941066,104942662,5,117044
88118001,88163723,10,287702
70797124,70802782,10,287910
88055823,88122233,10,287701
88055841,88060561,10,360626
36089433,36106849,6,298881
59609693,59629133,8,25103
88102519,88107232,10,266717
143412858,143420027,7,406228
15883182,15898821,18,307547
143382606,143392777,7,406227
13113237,13157666,12,304289
56428344,56429833,10,691981
70869513,70871066,10,25542
60613882,60634851,11,498081
143345201,143353925,7,683613
63405586,63442250,10,94189
143399808,143408277,7,300248
76079720,76137697,17,683460
143448318,143453544,7,300250
2909473,2920891,20,406159
2909473,2920891,20,100911938
187842885,187863516,2,60374
914045,933699,Y,100312984
3552929,3575780,20,25678
80460694,80483600,13,364033
64798778,64806050,16,306527
51756736,51760722,15,25148
198120099,198121158,1,502367
72771984,72789841,13,25119
56431573,56444847,10,117096
80517536,80527928,13,81523
60655379,60658535,5,680080
128606770,128687893,1,308708
30216104,30274984,7,266767
62317265,62322883,8,363070
60591023,60658564,5,362511
198572999,198577226,1,24796
39639431,39646693,19,307821
116355698,116359862,7,362934
109499408,109651730,5,286973
63954727,63961613,X,501582
68875709,68913628,16,171131
150482667,150506557,4,500304
150482667,150506557,4,100158232
60645086,60679555,11,64387
81988926,82006005,13,289167
36107147,36112064,6,500629
56445647,56447138,10,287442
82355471,82365341,13,25544
51779839,51818699,15,361065
48726045,48922983,14,305367
71272042,71279977,X,29584
16590197,16636084,18,361300
201699897,201702963,1,499276
40927007,41029206,19,307842
46977655,47078128,X,317274
70884531,70886355,10,116637
206324765,206417143,1,100302465
82429063,82464628,13,25651
61462994,61530837,11,288108
152430187,152451609,4,297561
61432064,61499557,11,303946
165938576,166133491,5,117548
10963809,11082565,X,317343
68954875,68968248,16,116636
56453877,56458390,10,360549
71299662,71313542,X,317260
37444072,37465398,12,64514
42121636,42131547,1,292264
85470831,85480407,1,687295
