start,end,chr,gene
6448739,6502708,1,57449
6448739,6502708,1,57449
6448739,6502708,1,57449
6448739,6502708,1,57449
6448739,6502708,1,57449
6507809,6537168,1,79707
6538021,6562403,1,80835
6538021,6562403,1,80835
6538021,6562403,1,80835
6562643,6571926,1,3104
6562643,6571926,1,3104
6573371,6585648,1,9903
6596332,6606643,1,148479
6607513,6618219,1,90326
6616818,6684460,1,55735
6767971,7752350,1,23261
7753916,7770120,1,9341
7766967,7827824,1,8863
7825730,7836159,1,10911
7825730,7836159,1,10911
7902495,7923474,1,3604
7944348,7967928,1,11315
7944348,7967928,1,11315
7944348,7967928,1,11315
7944348,7967928,1,11315
7994382,8008943,1,54206
8300756,8326814,1,50651
8300756,8326814,1,50651
8335053,8800286,1,473
8335053,8800286,1,473
8335053,8800286,1,473
8335053,8800286,1,473
8843650,8861367,1,2023
8928509,8957733,1,765
8985946,9008991,1,155184
9019594,9052257,1,6518
9019594,9052257,1,6518
9086668,9111837,1,80045
9217450,9253983,1,9563
9275571,9352175,1,80176
9275571,9352175,1,80176
9275571,9352175,1,80176
9522115,9565415,1,84275
9571564,9595728,1,199953
9571564,9595728,1,199953
9634377,9711759,1,5293
9711667,9807137,1,22883
9711667,9807137,1,22883
9830921,9892908,1,56998
9830921,9892908,1,56998
9830921,9892908,1,56998
9830921,9892908,1,56998
9830921,9892908,1,56998
9830921,9892908,1,56998
9911584,9926052,1,84328
9911584,9926052,1,84328
9911584,9926052,1,84328
9926073,9968143,1,64802
9979849,9998665,1,116362
10015603,10163876,1,10277
10015603,10163876,1,10277
10193418,10364248,1,23095
10193418,10364248,1,23095
10193418,10364248,1,23095
10193418,10364248,1,23095
10381668,10402788,1,5226
10381668,10402788,1,5226
10412746,10434797,1,378708
10412746,10434797,1,378708
10412746,10434797,1,378708
10412746,10434797,1,378708
10412746,10434797,1,1325
10443192,10455200,1,1676
10443192,10455200,1,1676
10457590,10613400,1,5195
10619267,10779294,1,54897
10619267,10779294,1,54897
10929120,10946877,1,148345
10995266,11008133,1,23435
11008649,11029883,1,10747
11008649,11029883,1,10747
11008649,11029883,1,10747
11037236,11042678,1,6723
93088,93471,NT_113874,440748
93088,93471,NT_113874,100132966
93088,93471,NT_113874,100133081
93088,93471,NT_113874,100133230
42448,49510,NT_113884,1231
42448,49510,NT_113884,729230
4229,5305,NT_113931,83755
13733,15367,NT_113960,335
17840,51528,NT_113933,8447
94675,111366,NT_113874,653573
44724,86646,NT_113901,100132181
11049268,11082525,1,5394
10022,11196,NT_113931,85282
103260,114379,NT_113939,3838
103260,114379,NT_113939,728860
53593,115059,NT_113888,100132288
20945,36402,NT_113966,64109
20945,36402,NT_113966,653560
58946,60469,NT_113933,653486
58946,60469,NT_113933,100130477
74613,75131,NT_113964,644644
163709,166022,NT_113901,100129221
58727,64762,NT_113884,1234
58727,64762,NT_113884,727797
654107,666470,NT_113898,729427
29663,33264,NT_113878,55629
29663,33264,NT_113878,100131261
29663,33264,NT_113878,100132235
2422,7911,NT_113906,727748
11049268,11082525,1,5394
28825,29343,NT_113962,644670
28825,29343,NT_113962,728668
14922,76313,NT_113958,100132288
1617,54450,NT_113880,51078
1617,54450,NT_113880,728944
53817,60624,NT_113871,727888
18988,73308,NT_113881,3081
18988,73308,NT_113881,727722
18988,73308,NT_113881,100132552
62755,63517,NT_113931,85294
62755,63517,NT_113931,644350
62755,63517,NT_113931,728285
62755,63517,NT_113931,728934
62755,63517,NT_113931,730755
15848,26773,NT_113935,414060
15848,26773,NT_113935,653380
15848,26773,NT_113935,654341
46059,46577,NT_113962,644644
53593,115059,NT_113888,100132288
667955,683550,NT_113898,730015
146487,147005,NT_113964,644670
146487,147005,NT_113964,728668
59574,61887,NT_113930,100129221
50967,53996,NT_113870,653053
12146,18797,NT_113902,729619
7373,8827,NT_113908,254958
7373,8827,NT_113908,401467
7373,8827,NT_113908,441359
3308,4264,MT,4535
154944,189679,NT_113899,645100
154944,189679,NT_113899,729515
154944,189679,NT_113899,730074
20945,36402,NT_113966,64109
41084,44578,NT_113929,283897
41084,44578,NT_113929,728070
18050,21207,NT_113960,345
771910,784255,NT_113898,100133056
21797,23680,NT_113902,100132080
21797,23680,NT_113902,100132964
21797,23680,NT_113902,100134695
68991,82344,NT_113925,440321
11871,22380,NT_113906,8694
11871,22380,NT_113906,727765
24571,85961,NT_113951,100132288
1,20186,NT_113932,4077
1,20186,NT_113932,727732
1,20186,NT_113932,100133166
68542,69391,NT_113931,85294
68542,69391,NT_113931,644350
68542,69391,NT_113931,728285
68542,69391,NT_113931,728934
68542,69391,NT_113931,730755
782926,785643,NT_113898,100132810
111575,116940,NT_113871,55052
111575,116940,NT_113871,642393
148205,148432,NT_113957,100129030
148205,148432,NT_113957,100130131
148205,148432,NT_113957,100131965
148205,148432,NT_113957,100132329
76909,80391,NT_113929,123887
120868,123119,NT_113953,100129030
120868,123119,NT_113953,100130131
120868,123119,NT_113953,100131965
120868,123119,NT_113953,100132329
9607,12778,NT_113903,100132128
44,1112,NT_113917,727800
44,1112,NT_113917,100132503
99212,105257,NT_113881,4710
99212,105257,NT_113881,727762
36275,50149,NT_113878,10772
36275,50149,NT_113878,642558
73423,73809,NT_113931,81872
73423,73809,NT_113931,85296
73423,73809,NT_113931,728943
12377,14263,NT_113936,6349
12377,14263,NT_113936,414062
12377,14263,NT_113936,728830
21921,35938,NT_113949,3803
29955,34926,NT_113924,645137
65023,65919,NT_113923,100271840
12667,25728,NT_113890,643836
26413,27614,NT_113911,643750
811294,814192,NT_113898,653483
811294,814192,NT_113898,729439
36683,44136,NT_113935,653382
39405,44175,NT_113886,3166
23144,24113,NT_113906,100133107
23144,24113,NT_113906,100131064
11089179,11245176,1,2475
54816,91058,NT_113880,23192
54816,91058,NT_113880,727737
57599,67513,NT_113944,2642
81472,81858,NT_113931,81872
81472,81858,NT_113931,85296
81472,81858,NT_113931,728943
3874,4992,NT_113917,375791
64189,115936,NT_113890,79908
20374,28069,NT_113932,113277
20374,28069,NT_113932,728772
12869,13279,NT_113917,94107
12869,13279,NT_113917,653383
36275,50149,NT_113878,10772
36275,50149,NT_113878,642558
119623,120213,NT_113931,83896
119623,120213,NT_113931,100132802
92953,104023,NT_113880,1841
92953,104023,NT_113880,727761
38434,51882,NT_113949,768329
11171985,11178624,1,10218
128851,129542,NT_113931,83897
128851,129542,NT_113931,100128819
95725,98084,NT_113884,727811
28552,32032,NT_113936,9560
28552,32032,NT_113936,388372
28552,32032,NT_113936,728835
134604,135303,NT_113931,85293
134604,135303,NT_113931,100132276
95725,98084,NT_113884,727811
189516,190986,NT_113871,54998
11255866,11277699,1,29914
118579,146006,NT_113880,84289
118579,146006,NT_113880,727773
144459,151021,NT_113931,125115
144459,151021,NT_113931,728760
2714896,2715740,Y,6736
2714896,2715740,Y,100130809
583299,583529,NT_113965,100129513
583299,583529,NT_113965,100133276
2769623,2794995,Y,6192
2769623,2794995,Y,100133662
161845,170320,NT_113931,390792
161845,170320,NT_113931,728765
787131,797156,NT_113965,51616
787131,797156,NT_113965,728198
151162,183729,NT_113880,257054
11461882,11520226,1,57540
2863322,2910547,Y,7544
156790,157403,NT_113944,256933
156790,157403,NT_113944,653419
11631033,11637326,1,26232
2863322,2910547,Y,7544
2863322,2910547,Y,7544
3507126,3508080,Y,90655
3507126,3508080,Y,90655
11637019,11645971,1,93611
4928267,5670256,Y,83259
11637019,11645971,1,93611
11637019,11645971,1,93611
11637019,11645971,1,93611
4928267,5670256,Y,83259
70070,83992,NT_113949,3813
11637019,11645971,1,93611
4928267,5670256,Y,83259
11646768,11656994,1,26270
6174264,6177053,Y,64591
86746,96246,NT_113949,57292
86746,96246,NT_113949,553128
11657125,11674294,1,10459
6793967,6802068,Y,266
11657125,11674294,1,10459
11657125,11674294,1,10459
98146,129565,NT_113949,3810
98146,129565,NT_113949,3808
6838727,7019724,Y,90665
6838727,7019724,Y,90665
6838727,7019724,Y,90665
11674366,11703237,1,374946
7202013,7347850,Y,5616
7202013,7347850,Y,5616
11718729,11733412,1,57085
11718729,11733412,1,57085
11718729,11733412,1,57085
98146,129565,NT_113949,3806
11718729,11733412,1,57085
11754766,11772228,1,284498
9255406,9298825,Y,7258
9255406,9298825,Y,728137
11768367,11788702,1,4524
9975489,9978284,Y,7258
9975489,9978284,Y,728137
11768367,11788702,1,4524
11768367,11788702,1,4524
131449,145745,NT_113949,100132285
11768367,11788702,1,4524
11788794,11825788,1,1185
12985155,13042263,Y,643123
29018853,29039844,c6_COX,5987
13322554,13482162,Y,8287
13322554,13482162,Y,100130216
29055438,29056098,c6_COX,730396
29106498,29116896,c6_COX,282890
11788794,11825788,1,1185
29155857,29156884,c6_COX,26692
29013636,29034623,c6_QBL,5987
11788794,11825788,1,1185
29054510,29055170,c6_QBL,730405
29418436,29419401,c6_COX,442191
11788794,11825788,1,1185
29466976,29543572,c6_COX,81696
11788794,11825788,1,1185
29105415,29115860,c6_QBL,282890
29466976,29543572,c6_COX,81696
11788794,11825788,1,1185
29154843,29155870,c6_QBL,26692
11788794,11825788,1,1185
29196939,29197945,c6_QBL,442184
13525413,13541784,Y,8653
13525413,13541784,Y,100130220
11788794,11825788,1,1185
11828356,11830989,1,4878
29537109,29568680,c6_COX,26531
29537109,29568680,c6_COX,26531
29550911,29552559,c6_COX,442194
29536026,29567588,c6_QBL,26531
13525413,13541784,Y,8653
13525413,13541784,Y,100130220
11828356,11830989,1,4878
29536026,29567588,c6_QBL,26531
29568790,29575936,c6_COX,26716
29568790,29575936,c6_COX,26716
29568790,29575936,c6_COX,26716
29568790,29575936,c6_COX,26716
29549827,29551475,c6_QBL,442194
29598374,29599510,c6_COX,116511
29567698,29574846,c6_QBL,26716
29567698,29574846,c6_QBL,26716
29567698,29574846,c6_QBL,26716
29567698,29574846,c6_QBL,26716
11840109,11841579,1,4879
13868958,14101944,Y,7404
13868958,14101944,Y,100130224
29597284,29598420,c6_QBL,116511
29698019,29699602,c6_QBL,7932
13868958,14101944,Y,7404
13868958,14101944,Y,100130224
13868958,14101944,Y,7404
13868958,14101944,Y,100130224
11782803,11909072,1,90231
11782803,11909072,1,728138
148479,203739,18,9097
13868958,14101944,Y,7404
13868958,14101944,Y,100130224
148479,203739,18,9097
13868958,14101944,Y,7404
13868958,14101944,Y,100130224
29666163,29743725,c6_QBL,2550
29667249,29744797,c6_COX,2550
29666163,29743725,c6_QBL,2550
29667249,29744797,c6_COX,2550
29666163,29743725,c6_QBL,2550
29667249,29744797,c6_COX,2550
29666163,29743725,c6_QBL,2550
29667249,29744797,c6_COX,2550
14324841,14327288,Y,9087
14324841,14327288,Y,100130227
148479,203739,18,9097
11917333,11958182,1,5351
148479,203739,18,9097
14607046,14607786,Y,9084
14607046,14607786,Y,353513
14607046,14607786,Y,652821
14677492,14678232,Y,9084
14677492,14678232,Y,353513
14677492,14678232,Y,652821
204527,258059,18,9984
15144026,15466924,Y,22829
15144026,15466924,Y,100133431
11962956,11996154,1,9927
106086,107024,8,441308
15144026,15466924,Y,22829
15144026,15466924,Y,100133431
18499541,18501494,Y,9426
18499541,18501494,Y,203611
309356,490689,18,81035
18647061,18649020,Y,9426
18647061,18649020,Y,203611
172200,187342,8,169270
12002099,12014693,1,60672
18756723,18758303,Y,9082
18756723,18758303,Y,353515
309356,490689,18,81035
172200,187342,8,169270
29783036,29791655,c6_QBL,346171
29784112,29792774,c6_COX,346171
12046021,12126851,1,943
19167945,19210237,Y,86614
19167945,19210237,Y,159119
570367,571524,18,1068
29830867,29836200,c6_QBL,3134
29831791,29837117,c6_COX,3134
315934,323174,8,400728
315934,323174,8,100134357
19167945,19210237,Y,86614
19167945,19210237,Y,159119
586998,640291,18,27098
29934785,29938959,c6_QBL,3135
12149647,12191863,1,7133
29934785,29938959,c6_QBL,3135
29935685,29939850,c6_COX,3135
29935685,29939850,c6_COX,3135
586998,640291,18,27098
19352714,19395009,Y,86614
19352714,19395009,Y,159119
346808,409871,8,26260
346808,409871,8,26260
19352714,19395009,Y,86614
19352714,19395009,Y,159119
346808,409871,8,26260
346808,409871,8,26260
431646,484974,8,157695
19611898,19614093,Y,100133941
647619,663492,18,7298
604201,671226,8,157697
639621,648340,18,494514
20213724,20227086,Y,84663
20213724,20227086,Y,84663
1436939,1644048,8,9228
663918,702642,18,55556
1699277,1722134,8,2055
12212700,12494686,1,55187
663918,702642,18,55556
20326691,20366212,Y,8284
663918,702642,18,55556
12212700,12494686,1,55187
663918,702642,18,55556
46310,157881,12,728056
46310,157881,12,731035
46310,157881,12,100134209
18998028,18998402,15,100131452
18998028,18998402,15,100132202
18998028,18998402,15,100132566
18998028,18998402,15,100132823
18998028,18998402,15,100132880
18998028,18998402,15,338999
711588,802327,18,7525
12550526,12600381,1,9249
18999511,19007128,15,440243
18999511,19007128,15,645162
18999511,19007128,15,645202
18999511,19007128,15,727832
46310,157881,12,440073
21146999,21164427,Y,9086
711588,802327,18,7525
12627153,12649684,1,343066
895061,902173,18,116
12698705,12711313,1,126767
12698705,12711313,1,126767
21327342,21352306,Y,140032
12728750,12743688,1,93190
895061,902173,18,116
1759549,1894206,8,9639
12757584,12760636,1,390999
19027714,19041033,15,729266
19027714,19041033,15,729786
19027714,19041033,15,100132565
19027714,19041033,15,100132979
169513,193068,12,6539
12774133,12844828,1,65121
1909451,1942509,8,9920
2527525,2561489,18,64863
12774133,12844828,1,65121
169513,193068,12,6539
12829848,12831165,1,343069
12829848,12831165,1,440563
12829848,12831165,1,649330
12829848,12831165,1,652665
19305253,19336667,15,339010
19305253,19336667,15,388468
12839528,12844351,1,65122
22082646,22097060,Y,378948
12861623,12927847,1,400735
12861623,12927847,1,645359
200052,242263,12,6540
2561579,2606633,18,10403
1980565,2080779,8,9172
12861623,12927847,1,400735
12861623,12927847,1,645359
12875314,12880681,1,343071
22082646,22097060,Y,378948
12899037,12903156,1,441871
19624910,19634453,15,400299
12899037,12903156,1,441871
19869940,19870881,15,390538
12920768,12930007,1,440561
30079645,30082923,c6_COX,10255
12920768,12930007,1,440561
2690857,2792925,18,23347
12958109,12960968,1,653606
19804548,19885172,15,283694
30041270,30045910,c6_QBL,100133382
13031101,13040338,1,729368
30166187,30169836,c6_COX,30834
22106153,22120600,Y,5940
30166187,30169836,c6_COX,30834
13200783,13204302,1,401940
30166187,30169836,c6_COX,30834
259484,368881,12,5927
30166187,30169836,c6_COX,30834
19974266,19974743,15,642131
19974266,19974743,15,100134397
13232406,13241644,1,343068
30161488,30165122,c6_QBL,30834
13259233,13263352,1,391002
2780282,3258996,8,64478
30171636,30175260,c6_COX,6992
2837028,2904090,18,84034
30161488,30165122,c6_QBL,30834
22106153,22120600,Y,5940
13293763,13300778,1,343070
13293763,13300778,1,440560
13293763,13300778,1,653619
30161488,30165122,c6_QBL,30834
13320001,13325243,1,400736
30161488,30165122,c6_QBL,30834
13346640,13350156,1,391003
13346640,13350156,1,401940
30166921,30170545,c6_QBL,6992
259484,368881,12,5927
13367853,13370847,1,654348
13388653,13399530,1,391001
13388653,13399530,1,645425
30175193,30180814,c6_COX,80352
30175193,30180814,c6_COX,80352
43227,77340,4,152687
13388653,13399530,1,391001
13388653,13399530,1,645425
13514560,13521575,1,343070
13514560,13521575,1,440560
13514560,13521575,1,653619
259484,368881,12,5927
2906994,3001945,18,9663
30241069,30253699,c6_COX,135644
30236288,30248916,c6_QBL,135644
13514560,13521575,1,343070
13514560,13521575,1,440560
13514560,13521575,1,653619
22435611,22494683,Y,378949
30256909,30265896,c6_COX,10107
30256909,30265896,c6_COX,10107
6251529,6493434,8,79648
20287610,20294983,15,283767
20287610,20294983,15,100133649
20287610,20294983,15,338999
13540856,13546098,1,729528
20294732,20297366,15,100131452
20294732,20297366,15,100132202
20294732,20297366,15,100132566
20294732,20297366,15,100132823
20294732,20297366,15,100132880
20294732,20297366,15,338999
30252126,30261114,c6_QBL,10107
22435611,22494683,Y,378949
30268170,30277650,c6_COX,89870
30252126,30261114,c6_QBL,10107
13567476,13570992,1,645414
9928081,10012775,21,7179
381084,422065,12,84318
321622,359047,4,7700
22435611,22494683,Y,378949
13588687,13591651,1,391004
9928081,10012775,21,7179
30263396,30272876,c6_QBL,89870
30289391,30318354,c6_COX,7726
13609494,13620390,1,391001
13609494,13620390,1,645425
30289391,30318354,c6_COX,7726
9928081,10012775,21,7179
30284603,30313581,c6_QBL,7726
30289391,30318354,c6_COX,7726
13674057,13712829,1,126755
30284603,30313581,c6_QBL,7726
439804,541319,12,283358
30284603,30313581,c6_QBL,7726
423777,483442,4,170960
95186588,95228718,14,27004
22435611,22494683,Y,378950
30431677,30448566,c6_COX,56658
20384836,20425331,15,114791
30431677,30448566,c6_COX,56658
30431677,30448566,c6_COX,56658
3056805,3210106,18,8736
30431677,30448566,c6_COX,56658
30426971,30443863,c6_QBL,56658
18645922,18653936,13,7278
18645922,18653936,13,113457
30426971,30443863,c6_QBL,56658
30426971,30443863,c6_QBL,56658
95186588,95228718,14,27004
30426971,30443863,c6_QBL,56658
13782839,13817039,1,10630
10042713,10120608,21,85316
3056805,3210106,18,8736
543724,643016,12,4815
30449996,30451730,c6_COX,79897
95186588,95228718,14,27004
10042713,10120608,21,85318
20444104,20555043,15,23191
95186588,95228718,14,27004
22627291,22651542,Y,9081
22627291,22651542,Y,442862
30646252,30662050,c6_COX,2794
483010,523317,4,54872
13782839,13817039,1,10630
95186588,95228718,14,27004
13782839,13817039,1,10630
30661762,30668599,c6_COX,80742
3237528,3246226,18,10627
14636332,14667937,22,23784
30661762,30668599,c6_COX,80742
30641513,30657311,c6_QBL,2794
18895017,19008902,13,93492
20556790,20585849,15,81614
30657023,30663860,c6_QBL,80742
14828824,14829805,22,81061
15451641,15453700,22,150160
30657023,30663860,c6_QBL,80742
95186588,95228718,14,27004
13782839,13817039,1,10630
18895017,19008902,13,93492
20556790,20585849,15,81614
22724079,22738483,Y,159163
22724079,22738483,Y,378951
3252135,3268282,18,103910
3252135,3268282,18,642076
13904054,13935777,21,317754
13904054,13935777,21,650770
30676254,30696305,c6_COX,23
30676254,30696305,c6_COX,23
20556790,20585849,15,81614
95186588,95228718,14,27004
13899322,14024162,1,7799
15644322,15682584,22,150165
20556790,20585849,15,81614
30671515,30691566,c6_QBL,23
609373,654571,4,5158
13899322,14024162,1,7799
30671515,30691566,c6_QBL,23
30705280,30722124,c6_COX,5514
95186588,95228718,14,27004
732486,890879,12,65125
15822826,15869112,22,128954
3252135,3268282,18,103910
3252135,3268282,18,642076
95186588,95228718,14,27004
30722589,30731275,c6_COX,28973
20594720,20637877,15,123606
3252135,3268282,18,103910
3252135,3268282,18,642076
3252135,3268282,18,103910
3252135,3268282,18,642076
19105880,19144638,13,54737
19105880,19144638,13,727815
30700541,30717384,c6_QBL,5514
13899322,14024162,1,7799
95186588,95228718,14,27004
15945849,15971387,22,23765
3402072,3448404,18,7050
656228,658122,4,521
1300175,1329427,19,84939
30717849,30726535,c6_QBL,28973
14403005,14501125,21,149998
22864383,22973416,Y,159163
22864383,22973416,Y,378951
193373,243087,5,153478
18447594,18448574,14,440153
15977189,15982257,22,27439
193373,243087,5,153478
20739172,20759858,15,644231
661711,665817,4,4636
3402072,3448404,18,7050
22864383,22973416,Y,159163
22864383,22973416,Y,378951
30731722,30751701,c6_COX,79969
14510350,14522564,21,54033
3402072,3448404,18,7050
61679,62596,19,81099
30726982,30746963,c6_QBL,79969
20739172,20759858,15,644231
20739172,20759858,15,732134
244618,248468,5,389257
14510350,14522564,21,54033
15998411,16026177,22,27440
3402072,3448404,18,7050
13899322,14024162,1,7799
18623365,18654942,14,404785
257875,271297,5,133957
30751951,30757979,c6_COX,221545
891516,929124,12,5893
30747213,30753243,c6_QBL,221545
15998411,16026177,22,27440
232048,242435,19,8612
19146896,19255083,13,55269
19146896,19255083,13,642395
665614,673127,4,84179
13899322,14024162,1,7799
20806683,20820192,15,643699
20806683,20820192,15,653073
20806683,20820192,15,727909
20806683,20820192,15,728047
20806683,20820192,15,728080
23045932,23070172,Y,9081
23045932,23070172,Y,442862
232048,242435,19,8612
3402072,3448404,18,7050
6347227,6408174,8,285
3402072,3448404,18,7050
23539798,23561000,Y,9083
23539798,23561000,Y,442867
23539798,23561000,Y,442868
20955307,20957942,15,100132025
30757989,30777937,c6_COX,8449
19058694,19090272,14,641455
23539798,23561000,Y,9083
23539798,23561000,Y,442867
23539798,23561000,Y,442868
3402072,3448404,18,7050
16040192,16082879,22,51816
19295622,19335773,13,9205
6347227,6408174,8,285
14665310,14677380,21,6782
3402072,3448404,18,7050
256575,295791,19,54531
689573,754428,4,10336
19285427,19286368,14,441669
271439,309794,5,6389
14797787,15317130,1,23254
19295622,19335773,13,9205
20986537,20999858,15,390535
14797787,15317130,1,23254
16040192,16082879,22,51816
19295622,19335773,13,9205
16040192,16082879,22,51816
16040192,16082879,22,51816
19318322,19319263,14,441670
313059,327009,19,51298
14797787,15317130,1,23254
3486030,3870135,18,9229
19295622,19335773,13,9205
6553286,6606427,8,55326
21121113,21123747,15,100131452
21121113,21123747,15,100132202
21121113,21123747,15,100132566
21121113,21123747,15,100132823
21121113,21123747,15,100132880
21121113,21123747,15,338999
19365448,19366371,14,390429
19365448,19366371,14,650137
23684890,23754629,Y,1617
30788213,30791586,c6_QBL,11270
14779420,14877968,21,64092
313059,327009,19,51298
30792947,30796320,c6_COX,11270
970665,1475360,12,23085
14797787,15317130,1,23254
19414267,19415211,14,390431
324736,491392,5,10016
14887912,14953013,21,388813
356508,360145,19,126567
3486030,3870135,18,9229
15255427,15359192,21,8204
14797787,15317130,1,23254
30804703,30822785,c6_COX,9656
19458606,19459577,14,79317
30820365,30825591,c6_QBL,203068
30820365,30825591,c6_QBL,647000
16336135,16413845,22,27443
30825096,30830321,c6_COX,203068
30825096,30830321,c6_COX,647000
19430810,19561253,13,7750
30820365,30825591,c6_QBL,647000
21361547,21364653,15,7681
30825096,30830321,c6_COX,647000
30820365,30825591,c6_QBL,647000
30825096,30830321,c6_COX,647000
30820365,30825591,c6_QBL,647000
23684890,23754629,Y,1617
30825096,30830321,c6_COX,647000
19473666,19474601,14,79544
6653448,6680576,8,389610
23684890,23754629,Y,732447
367593,411903,19,25759
970665,1475360,12,23085
6715511,6722939,8,1672
324736,491392,5,57491
5279018,5286039,18,7541
970665,1475360,12,23085
30827874,30842895,c6_QBL,10211
15255427,15359192,21,8204
30832602,30847629,c6_COX,10211
15255427,15359192,21,8204
21481916,21483570,15,4692
22471634,22479686,15,23742
19513518,19514564,14,81127
833066,916174,4,2580
16423150,16453647,22,83733
373753,378118,19,100131907
970665,1475360,12,23085
19552260,19553192,14,122740
5279018,5286039,18,7541
495578,495937,5,116349
19430810,19561253,13,7750
6769631,6771008,8,1671
970665,1475360,12,23085
16423150,16453647,22,83733
19571843,19572757,14,390433
414360,425983,19,284451
19598044,19598982,14,122742
15351649,15419561,1,55092
66140673,66170516,11,10432
22652824,22770696,15,8926
1545421,1573592,12,144699
16024215,16174248,21,29761
6780755,6783196,8,1669
19655406,19656437,14,390436
30981248,31000378,c6_QBL,780
23774982,23846891,Y,57055
30985953,31005083,c6_COX,780
16454902,16491588,22,529
496334,520407,5,11336
30981248,31000378,c6_QBL,780
